,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
104019,Male,Loyal Customer,36,Business travel,3901,3,1,1,3,3,3,2,75,71,Dissatisfied
104020,Female,Loyal Customer,41,Business travel,3901,4,4,4,2,5,5,5,0,0,Satisfied
104021,Male,Loyal Customer,50,Business travel,3901,1,1,1,2,5,5,3,8,4,Satisfied
104022,Male,Loyal Customer,57,Business travel,3902,1,1,1,5,5,5,3,55,53,Satisfied
104024,Female,Loyal Customer,76,Business travel,3902,3,1,1,3,3,3,4,0,0,Dissatisfied
104025,Male,Disloyal Customer,0,Business travel,3902,2,2,2,2,2,4,2,2,6,Neutral
104026,Female,Loyal Customer,32,Business travel,3902,4,2,4,4,4,4,4,0,3,Satisfied
104027,Female,Loyal Customer,60,Business travel,3902,4,2,2,3,4,4,4,76,70,Dissatisfied
104028,Female,Loyal Customer,51,Business travel,3902,3,3,3,2,5,5,4,13,0,Satisfied
104029,Female,Loyal Customer,60,Business travel,3902,2,4,4,2,2,2,3,104,98,Dissatisfied
104030,Female,Loyal Customer,54,Business travel,3902,3,5,3,3,5,5,4,0,0,Satisfied
104031,Female,Loyal Customer,55,Business travel,3903,2,4,3,4,4,4,4,0,0,Neutral
104032,Female,Loyal Customer,57,Business travel,3903,4,4,4,3,4,4,3,0,18,Satisfied
104033,Male,Loyal Customer,42,Business travel,3903,5,5,5,3,4,4,5,0,0,Satisfied
104034,Male,Loyal Customer,37,Business travel,3903,4,4,4,3,3,3,5,0,0,Satisfied
104035,Female,Loyal Customer,36,Business travel,3903,1,1,3,4,4,4,4,0,0,Neutral
104036,Male,Loyal Customer,72,Business travel,3903,3,5,5,3,3,3,3,48,50,Dissatisfied
104037,Male,Disloyal Customer,42,Business travel,3904,3,3,3,3,5,3,5,43,26,Satisfied
104039,Female,Loyal Customer,33,Business travel,3904,1,1,1,2,4,4,5,3,6,Satisfied
104041,Male,Loyal Customer,39,Business travel,3904,5,5,1,4,4,4,4,0,9,Satisfied
104042,Female,Loyal Customer,53,Business travel,3904,1,1,4,4,2,1,4,10,0,Satisfied
104043,Male,Loyal Customer,38,Business travel,3904,1,1,1,3,4,4,4,0,0,Satisfied
104044,Male,Loyal Customer,40,Business travel,3904,5,5,5,1,4,4,4,0,0,Satisfied
104046,Female,Loyal Customer,27,Business travel,3904,1,1,1,5,5,4,5,59,44,Satisfied
104047,Male,Loyal Customer,27,Business travel,3904,3,3,3,5,4,3,5,0,0,Satisfied
104048,Male,Disloyal Customer,14,Business travel,3904,2,4,3,3,4,4,5,9,12,Dissatisfied
104049,Male,Loyal Customer,39,Business travel,3904,4,4,5,5,5,1,5,0,0,Satisfied
104050,Female,Loyal Customer,57,Business travel,3904,2,4,2,5,4,4,4,0,4,Satisfied
104051,Female,Loyal Customer,56,Business travel,3904,3,2,2,3,3,3,3,30,29,Dissatisfied
104052,Female,Loyal Customer,41,Business travel,3904,3,3,3,4,4,4,4,0,0,Neutral
104053,Female,Loyal Customer,49,Business travel,3904,1,1,1,3,4,4,3,0,0,Satisfied
104054,Female,Loyal Customer,60,Business travel,3904,1,3,3,4,4,4,4,0,0,Neutral
104056,Female,Loyal Customer,57,Business travel,3904,3,3,3,4,4,4,4,28,0,Satisfied
104058,Female,Loyal Customer,25,Business travel,3904,4,4,1,5,5,4,5,0,0,Satisfied
104061,Female,Loyal Customer,32,Business travel,3904,4,4,4,4,4,4,4,16,2,Satisfied
104062,Male,Loyal Customer,37,Business travel,3905,4,3,3,1,4,4,2,69,34,Dissatisfied
104064,Female,Loyal Customer,41,Business travel,3905,5,5,5,5,4,4,3,27,29,Satisfied
104065,Male,Loyal Customer,37,Business travel,3905,1,1,1,5,5,5,5,27,20,Satisfied
104066,Male,Loyal Customer,40,Business travel,3906,5,5,5,2,5,5,4,7,1,Satisfied
104067,Male,Loyal Customer,43,Business travel,3906,3,3,3,2,5,5,5,7,10,Satisfied
104068,Male,Loyal Customer,41,Business travel,3906,3,3,3,4,4,4,5,0,0,Satisfied
104069,Male,Loyal Customer,42,Business travel,3906,3,3,3,5,4,4,3,0,0,Satisfied
104070,Male,Loyal Customer,45,Business travel,3906,1,1,1,2,2,2,4,0,0,Satisfied
104071,Male,Loyal Customer,67,Business travel,3906,2,2,2,3,2,2,4,0,0,Dissatisfied
104072,Male,Loyal Customer,26,Business travel,3906,2,2,2,4,4,1,4,31,78,Satisfied
104073,Female,Loyal Customer,51,Business travel,3906,2,2,2,2,3,3,5,2,2,Satisfied
104074,Female,Loyal Customer,40,Business travel,3906,2,2,2,5,4,4,3,0,0,Satisfied
104075,Female,Loyal Customer,39,Business travel,3906,2,1,1,2,2,4,2,22,38,Satisfied
104076,Female,Loyal Customer,57,Business travel,3907,2,2,2,2,5,5,3,0,0,Satisfied
104077,Female,Loyal Customer,22,Business travel,3907,5,5,2,3,3,4,3,1,0,Satisfied
104078,Female,Loyal Customer,41,Business travel,3907,1,1,1,3,5,4,4,5,3,Satisfied
104079,Male,Loyal Customer,52,Business travel,3907,1,1,5,4,4,4,4,0,0,Satisfied
104080,Male,Loyal Customer,53,Business travel,3907,1,1,4,3,4,4,4,88,63,Satisfied
104081,Male,Loyal Customer,47,Business travel,3907,5,5,4,3,5,5,5,0,0,Satisfied
104082,Male,Loyal Customer,39,Business travel,3907,1,4,4,4,1,1,2,0,0,Dissatisfied
104083,Male,Loyal Customer,40,Business travel,3907,4,4,4,5,4,4,2,0,1,Satisfied
104084,Male,Loyal Customer,41,Business travel,3907,4,5,4,5,5,5,3,53,51,Satisfied
104085,Female,Loyal Customer,34,Business travel,3907,3,3,3,5,4,4,5,7,4,Satisfied
104086,Male,Loyal Customer,52,Business travel,3907,2,2,2,5,3,3,4,11,9,Satisfied
104087,Female,Loyal Customer,53,Business travel,3907,2,2,2,2,4,4,4,10,0,Satisfied
104089,Male,Loyal Customer,45,Business travel,3908,5,5,2,5,4,4,2,0,0,Satisfied
104090,Female,Loyal Customer,42,Business travel,3908,5,5,5,5,4,4,3,0,2,Satisfied
104091,Female,Loyal Customer,44,Business travel,3908,4,4,4,4,4,4,3,19,10,Satisfied
104092,Male,Loyal Customer,45,Business travel,3908,1,4,1,2,4,4,5,1,0,Satisfied
104093,Female,Loyal Customer,60,Business travel,3908,2,2,2,2,4,4,5,0,0,Satisfied
104094,Male,Loyal Customer,42,Business travel,3908,2,5,2,3,5,5,5,37,31,Satisfied
104095,Male,Loyal Customer,43,Business travel,3908,4,4,4,3,5,5,3,11,7,Satisfied
104097,Female,Loyal Customer,73,Business travel,3909,2,3,3,5,2,2,2,72,74,Dissatisfied
104098,Male,Loyal Customer,51,Business travel,3909,3,3,3,4,4,4,5,0,0,Satisfied
104099,Female,Loyal Customer,52,Business travel,3909,3,3,3,3,5,5,4,31,33,Satisfied
104100,Male,Loyal Customer,36,Business travel,3909,4,4,4,2,4,4,5,0,0,Satisfied
104101,Female,Loyal Customer,44,Business travel,3910,3,3,5,4,4,4,3,0,0,Satisfied
104102,Female,Loyal Customer,49,Business travel,3910,1,1,1,2,4,4,4,0,0,Satisfied
104103,Female,Loyal Customer,35,Business travel,3910,3,3,3,3,4,4,4,0,1,Satisfied
104104,Female,Loyal Customer,54,Business travel,3910,4,4,1,5,4,4,4,0,0,Satisfied
104105,Female,Loyal Customer,42,Business travel,3910,3,5,5,3,3,3,2,81,68,Dissatisfied
104106,Male,Loyal Customer,45,Business travel,3910,1,1,5,5,4,4,4,0,0,Satisfied
104107,Female,Loyal Customer,56,Business travel,3911,2,1,1,4,2,2,4,21,15,Dissatisfied
104109,Female,Loyal Customer,26,Business travel,3911,2,2,2,5,5,4,5,0,0,Satisfied
104110,Male,Loyal Customer,54,Business travel,3911,3,3,3,2,4,4,4,0,0,Satisfied
104111,Female,Loyal Customer,40,Business travel,3911,5,5,5,4,3,4,4,371,339,Satisfied
104112,Female,Loyal Customer,42,Business travel,3912,2,2,2,4,5,5,4,0,0,Satisfied
104113,Male,Loyal Customer,51,Business travel,3912,5,5,5,4,4,4,5,0,0,Satisfied
104114,Female,Loyal Customer,39,Business travel,3912,4,2,5,4,4,3,4,43,32,Satisfied
104115,Female,Loyal Customer,55,Business travel,3912,0,1,3,4,4,4,4,0,0,Neutral
104116,Female,Loyal Customer,41,Business travel,3912,2,2,2,5,4,4,3,13,69,Satisfied
104117,Male,Loyal Customer,57,Business travel,3912,1,1,5,5,5,5,5,0,0,Satisfied
104118,Female,Loyal Customer,60,Business travel,3913,2,2,2,3,2,2,4,22,0,Satisfied
104119,Male,Loyal Customer,46,Business travel,3913,4,4,4,4,4,4,4,0,0,Satisfied
104120,Female,Loyal Customer,47,Business travel,3913,5,5,5,3,5,5,3,0,1,Satisfied
104121,Male,Loyal Customer,53,Business travel,3913,2,3,3,1,2,2,3,0,0,Dissatisfied
104122,Male,Loyal Customer,51,Business travel,3913,2,1,1,3,2,2,4,0,0,Dissatisfied
104123,Male,Loyal Customer,44,Business travel,3913,4,4,4,4,5,5,3,0,34,Satisfied
104124,Male,Loyal Customer,39,Business travel,3913,5,5,5,5,3,3,3,0,0,Satisfied
104125,Male,Loyal Customer,49,Business travel,3913,1,1,3,4,4,4,4,0,0,Neutral
104126,Female,Loyal Customer,53,Business travel,3913,5,5,2,5,4,4,3,0,0,Satisfied
104127,Female,Loyal Customer,60,Business travel,3913,3,3,3,4,4,4,4,0,0,Neutral
104128,Male,Loyal Customer,37,Business travel,3913,5,5,5,3,5,5,4,23,42,Satisfied
104129,Female,Loyal Customer,45,Business travel,3914,1,1,1,3,4,4,3,0,0,Satisfied
104130,Male,Loyal Customer,45,Business travel,3914,3,3,3,5,5,5,3,0,0,Satisfied
104131,Female,Loyal Customer,58,Business travel,3914,3,3,3,2,5,5,4,3,0,Satisfied
104132,Male,Loyal Customer,47,Business travel,3914,2,2,2,3,5,5,3,0,0,Satisfied
104134,Female,Loyal Customer,60,Business travel,3914,3,3,3,4,5,5,5,0,4,Satisfied
104136,Female,Loyal Customer,52,Business travel,3915,3,1,1,2,4,3,3,0,0,Dissatisfied
104137,Male,Loyal Customer,66,Business travel,3915,1,1,1,1,5,5,4,62,70,Satisfied
104138,Female,Loyal Customer,60,Business travel,3915,2,5,3,4,4,4,4,0,0,Neutral
104139,Female,Loyal Customer,44,Business travel,3915,1,2,2,5,4,1,4,0,0,Dissatisfied
104140,Female,Loyal Customer,56,Business travel,3916,0,0,0,4,2,2,4,0,10,Satisfied
104141,Female,Loyal Customer,42,Business travel,3916,4,4,4,2,5,5,5,1,0,Satisfied
104142,Male,Loyal Customer,34,Business travel,3916,5,5,5,2,4,4,5,1,0,Satisfied
104143,Female,Loyal Customer,39,Business travel,3916,4,4,4,5,5,5,5,0,0,Satisfied
104144,Female,Loyal Customer,41,Business travel,3916,3,3,3,4,5,5,4,21,38,Satisfied
104145,Male,Loyal Customer,60,Business travel,3916,1,1,1,5,4,4,5,1,8,Satisfied
104146,Male,Loyal Customer,39,Business travel,3916,3,3,4,3,3,1,3,0,2,Satisfied
104147,Female,Loyal Customer,34,Business travel,3916,3,4,2,2,3,3,3,1,21,Dissatisfied
104148,Female,Loyal Customer,39,Business travel,3917,5,5,5,5,5,5,5,0,0,Satisfied
104149,Male,Loyal Customer,51,Business travel,3917,0,0,0,3,2,2,3,9,6,Satisfied
104150,Male,Loyal Customer,43,Business travel,3917,4,2,2,2,4,4,3,0,0,Dissatisfied
104151,Female,Loyal Customer,22,Business travel,3917,3,4,3,3,3,4,3,0,0,Dissatisfied
104152,Male,Loyal Customer,53,Business travel,3917,3,3,3,5,3,3,4,0,0,Dissatisfied
104154,Male,Loyal Customer,39,Business travel,3917,0,0,3,4,4,4,4,0,0,Neutral
104155,Female,Loyal Customer,53,Business travel,3917,2,2,2,2,4,4,4,30,35,Satisfied
104156,Female,Loyal Customer,27,Business travel,3918,1,5,1,4,4,3,4,0,0,Satisfied
104157,Male,Loyal Customer,38,Business travel,3918,1,1,1,5,4,4,2,0,0,Satisfied
104158,Female,Loyal Customer,54,Business travel,3918,3,3,1,5,5,5,5,124,143,Satisfied
104159,Female,Loyal Customer,36,Business travel,3918,3,3,1,2,4,4,4,0,0,Satisfied
104160,Male,Loyal Customer,48,Business travel,3918,3,4,3,4,4,4,4,0,0,Neutral
104161,Female,Loyal Customer,25,Business travel,3918,2,2,2,4,4,4,4,0,0,Satisfied
104162,Male,Loyal Customer,59,Business travel,3918,1,1,4,3,5,5,5,0,0,Satisfied
104163,Female,Loyal Customer,44,Business travel,3918,0,4,0,4,1,1,5,0,0,Satisfied
104164,Female,Loyal Customer,42,Business travel,3918,1,1,1,3,2,2,4,22,12,Satisfied
104165,Male,Loyal Customer,63,Business travel,3919,2,2,2,1,2,2,2,17,11,Dissatisfied
104166,Male,Loyal Customer,45,Business travel,3919,4,2,4,4,2,2,4,11,6,Satisfied
104167,Male,Loyal Customer,53,Business travel,3919,2,3,3,1,2,2,4,0,6,Dissatisfied
104168,Female,Loyal Customer,61,Business travel,3919,1,1,1,2,5,5,2,0,0,Satisfied
104169,Male,Loyal Customer,68,Business travel,3919,1,1,1,3,4,4,4,0,0,Satisfied
104170,Male,Loyal Customer,52,Business travel,3919,5,5,5,3,4,4,5,10,1,Satisfied
104171,Female,Loyal Customer,39,Business travel,3919,2,2,2,3,4,4,5,0,0,Satisfied
104172,Male,Loyal Customer,40,Business travel,3919,2,3,2,5,4,4,4,0,0,Satisfied
104173,Female,Loyal Customer,49,Business travel,3919,1,1,1,5,5,5,5,10,0,Satisfied
104174,Male,Loyal Customer,32,Business travel,3919,2,2,2,4,5,5,4,137,148,Satisfied
104175,Female,Loyal Customer,53,Business travel,3919,2,2,2,5,5,5,4,20,18,Satisfied
104176,Female,Loyal Customer,47,Business travel,3919,3,4,3,5,5,5,4,0,9,Satisfied
104177,Male,Loyal Customer,66,Business travel,3919,2,5,5,1,2,2,3,19,16,Dissatisfied
104178,Female,Loyal Customer,59,Business travel,3919,2,2,2,4,4,4,3,3,0,Satisfied
104179,Female,Loyal Customer,41,Business travel,3919,4,4,4,4,4,4,3,4,1,Satisfied
104180,Female,Loyal Customer,34,Business travel,3920,3,3,3,5,4,4,3,17,26,Satisfied
104181,Male,Loyal Customer,52,Business travel,3920,2,1,1,3,2,2,4,0,0,Dissatisfied
104184,Male,Loyal Customer,39,Business travel,3920,5,5,5,5,5,4,5,2,0,Satisfied
104185,Male,Loyal Customer,22,Business travel,3920,3,3,3,5,5,5,5,0,0,Satisfied
104186,Male,Loyal Customer,51,Business travel,3920,3,3,3,3,4,4,4,0,25,Satisfied
104187,Female,Loyal Customer,51,Business travel,3921,4,4,4,4,4,4,5,0,5,Satisfied
104188,Male,Loyal Customer,48,Business travel,3921,4,4,4,4,5,5,5,0,0,Satisfied
104189,Male,Loyal Customer,45,Business travel,3921,3,3,3,4,5,5,5,0,15,Satisfied
104190,Male,Loyal Customer,60,Business travel,3921,2,2,2,5,2,2,5,67,60,Satisfied
104191,Female,Loyal Customer,27,Business travel,3921,3,1,2,3,3,3,3,0,0,Dissatisfied
104192,Male,Loyal Customer,32,Business travel,3921,0,0,0,5,5,5,5,3,0,Satisfied
104193,Female,Loyal Customer,39,Business travel,3921,1,2,1,4,4,4,3,1,0,Satisfied
104194,Male,Loyal Customer,50,Business travel,3922,3,3,3,2,5,4,4,0,0,Satisfied
104195,Female,Loyal Customer,47,Business travel,3922,1,1,1,5,5,3,3,0,0,Satisfied
104196,Female,Loyal Customer,70,Business travel,3922,3,1,3,4,4,4,4,0,0,Neutral
104197,Female,Loyal Customer,39,Business travel,3922,4,5,4,3,4,4,3,4,0,Satisfied
104198,Female,Loyal Customer,32,Business travel,3922,1,1,1,3,3,1,3,28,36,Satisfied
104199,Female,Loyal Customer,44,Business travel,3922,1,1,2,2,3,3,3,0,0,Satisfied
104200,Male,Loyal Customer,47,Business travel,3922,5,5,5,3,3,3,4,0,0,Satisfied
104201,Female,Loyal Customer,53,Business travel,3922,3,3,3,3,4,4,3,0,0,Satisfied
104202,Male,Loyal Customer,16,Business travel,3922,1,1,3,4,4,4,4,0,0,Neutral
104203,Male,Loyal Customer,26,Business travel,3922,5,5,5,4,4,4,4,0,0,Satisfied
104204,Male,Loyal Customer,36,Business travel,3922,1,1,3,5,4,4,4,0,0,Satisfied
104205,Male,Loyal Customer,45,Business travel,3923,5,5,5,2,5,5,4,0,0,Satisfied
104207,Male,Loyal Customer,45,Business travel,3923,2,3,3,4,2,2,3,59,55,Dissatisfied
104208,Male,Loyal Customer,45,Business travel,3923,3,3,4,4,4,4,4,11,11,Satisfied
104209,Male,Loyal Customer,57,Business travel,3923,3,3,3,5,4,4,3,2,0,Satisfied
104210,Male,Loyal Customer,51,Business travel,3923,2,2,5,3,5,5,5,8,0,Satisfied
104211,Female,Loyal Customer,42,Business travel,3923,2,2,2,3,4,4,4,1,0,Satisfied
104212,Female,Loyal Customer,43,Business travel,3923,1,3,3,3,4,1,3,7,8,Dissatisfied
104213,Male,Loyal Customer,51,Business travel,3923,2,4,2,2,2,2,4,35,63,Dissatisfied
104214,Female,Loyal Customer,25,Business travel,3923,5,5,5,5,5,4,5,0,0,Satisfied
104215,Male,Loyal Customer,80,Business travel,3923,3,1,1,4,3,3,2,1,2,Dissatisfied
104216,Female,Loyal Customer,25,Business travel,3924,4,5,4,4,4,5,4,0,0,Satisfied
104217,Female,Loyal Customer,40,Business travel,3924,2,2,2,4,4,4,3,0,0,Satisfied
104218,Male,Loyal Customer,21,Business travel,3924,3,3,3,5,5,5,5,1,0,Satisfied
104219,Female,Loyal Customer,33,Business travel,3924,4,4,3,4,4,4,4,0,0,Neutral
104220,Female,Loyal Customer,48,Business travel,3924,3,3,3,3,5,5,3,61,45,Satisfied
104221,Female,Loyal Customer,53,Business travel,3924,2,2,2,3,5,5,4,0,0,Satisfied
104222,Male,Loyal Customer,55,Business travel,3924,3,5,3,4,4,4,4,0,0,Neutral
104223,Female,Loyal Customer,46,Business travel,3924,5,5,5,5,4,4,5,23,13,Satisfied
104224,Male,Loyal Customer,37,Business travel,3925,5,5,5,5,4,4,2,2,5,Satisfied
104225,Male,Loyal Customer,40,Business travel,3925,1,1,1,2,3,3,4,0,0,Satisfied
104226,Female,Loyal Customer,61,Business travel,3925,1,1,1,5,5,5,5,0,1,Satisfied
104227,Male,Loyal Customer,51,Business travel,3925,2,5,5,3,2,2,2,0,0,Dissatisfied
104228,Male,Loyal Customer,40,Business travel,3925,1,1,1,5,2,2,5,0,0,Satisfied
104229,Male,Loyal Customer,15,Business travel,3925,5,5,5,4,4,4,4,0,0,Satisfied
104230,Female,Loyal Customer,46,Business travel,3925,2,2,2,4,5,5,4,50,41,Satisfied
104231,Male,Loyal Customer,43,Business travel,3925,3,3,3,2,4,4,4,0,0,Satisfied
104232,Female,Loyal Customer,44,Business travel,3925,3,3,3,2,5,5,3,0,0,Satisfied
104234,Male,Loyal Customer,50,Business travel,3926,3,3,3,4,5,5,4,0,0,Satisfied
104236,Female,Loyal Customer,43,Business travel,3926,3,3,3,3,5,4,3,19,16,Satisfied
104237,Female,Loyal Customer,41,Business travel,3926,3,3,2,4,4,4,3,0,0,Satisfied
104238,Male,Loyal Customer,46,Business travel,3926,5,5,5,4,5,5,5,0,0,Satisfied
104239,Female,Loyal Customer,40,Business travel,3926,2,2,4,4,4,4,4,25,31,Satisfied
104241,Female,Loyal Customer,41,Business travel,3926,0,0,0,3,2,2,5,0,0,Satisfied
104242,Female,Loyal Customer,57,Business travel,3926,2,2,2,5,5,4,5,0,0,Satisfied
104243,Female,Loyal Customer,50,Business travel,3926,5,5,3,4,4,4,4,0,0,Neutral
104245,Female,Loyal Customer,39,Business travel,3926,3,3,3,2,5,5,3,0,0,Satisfied
104246,Female,Loyal Customer,48,Business travel,3927,4,4,4,2,3,3,4,32,18,Satisfied
104247,Female,Loyal Customer,62,Business travel,3927,2,3,3,4,2,2,3,9,0,Dissatisfied
104248,Female,Loyal Customer,22,Business travel,3927,5,5,2,4,4,5,4,0,0,Satisfied
104249,Female,Loyal Customer,46,Business travel,3927,3,3,3,2,4,4,2,0,0,Satisfied
104250,Female,Loyal Customer,42,Business travel,3927,3,1,3,2,3,3,3,0,0,Dissatisfied
104251,Male,Loyal Customer,45,Business travel,3927,1,1,1,2,4,4,4,17,7,Satisfied
104252,Female,Loyal Customer,41,Business travel,3928,2,2,2,4,2,2,3,0,0,Dissatisfied
104253,Female,Loyal Customer,52,Business travel,3928,4,4,4,4,4,4,4,0,0,Satisfied
104254,Male,Loyal Customer,35,Business travel,3928,2,2,2,4,3,3,5,0,0,Satisfied
104255,Female,Loyal Customer,46,Business travel,3928,2,2,2,1,2,2,4,14,0,Dissatisfied
104256,Male,Loyal Customer,72,Business travel,3928,4,4,4,5,5,5,3,10,5,Satisfied
104257,Male,Loyal Customer,48,Business travel,3928,4,4,4,2,4,4,4,0,0,Satisfied
104258,Female,Loyal Customer,54,Business travel,3928,4,4,2,2,4,4,4,0,0,Satisfied
104260,Male,Loyal Customer,50,Business travel,3929,4,4,4,3,4,4,5,0,0,Satisfied
104261,Male,Loyal Customer,57,Business travel,3929,3,5,1,1,3,3,2,0,0,Dissatisfied
104262,Male,Loyal Customer,69,Business travel,3929,2,2,3,4,4,4,4,0,0,Neutral
104263,Female,Loyal Customer,42,Business travel,3929,4,4,4,4,3,3,5,3,0,Satisfied
104264,Female,Loyal Customer,67,Business travel,3929,5,5,3,4,4,4,4,0,0,Neutral
104265,Male,Loyal Customer,46,Business travel,3930,1,1,1,3,4,4,4,0,0,Satisfied
104266,Female,Loyal Customer,52,Business travel,3930,0,0,0,2,2,2,4,0,0,Satisfied
104267,Female,Loyal Customer,43,Business travel,3930,5,5,5,5,4,4,3,3,4,Satisfied
104268,Male,Loyal Customer,22,Business travel,3930,2,3,2,3,3,5,3,0,0,Satisfied
104269,Male,Loyal Customer,55,Business travel,3930,3,3,3,3,3,3,3,0,3,Satisfied
104270,Female,Loyal Customer,48,Business travel,3930,4,4,4,2,5,5,4,120,109,Satisfied
104271,Male,Loyal Customer,36,Business travel,3930,1,5,3,4,4,4,4,0,0,Neutral
104272,Female,Disloyal Customer,0,Business travel,3930,2,1,1,2,2,3,2,53,109,Neutral
104273,Male,Loyal Customer,43,Business travel,3930,4,4,4,2,5,5,5,0,0,Satisfied
104274,Female,Loyal Customer,61,Business travel,3930,4,3,3,4,4,4,4,0,0,Neutral
104275,Male,Loyal Customer,52,Business travel,3930,2,2,3,4,4,4,4,0,0,Neutral
104277,Female,Loyal Customer,44,Business travel,3931,5,5,5,2,5,5,4,28,43,Satisfied
104278,Female,Loyal Customer,46,Business travel,3931,4,4,4,4,5,5,3,0,0,Satisfied
104279,Male,Loyal Customer,51,Business travel,3931,1,1,1,4,5,5,5,0,0,Satisfied
104280,Male,Loyal Customer,41,Business travel,3931,5,5,5,4,5,5,5,0,0,Satisfied
104281,Female,Loyal Customer,60,Business travel,3931,2,4,2,3,5,5,3,11,20,Satisfied
104282,Female,Loyal Customer,50,Business travel,3931,1,1,1,4,2,2,3,9,5,Satisfied
104283,Male,Loyal Customer,30,Business travel,,2,1,3,4,4,5,4,10,0,Satisfied
104284,Male,Loyal Customer,57,Business travel,3931,4,3,3,3,4,4,4,0,4,Dissatisfied
104286,Male,Loyal Customer,36,Business travel,3931,3,3,3,4,4,4,4,0,0,Neutral
104287,Male,Loyal Customer,42,Business travel,3931,3,3,3,2,5,5,4,33,25,Satisfied
104288,Female,Loyal Customer,40,Business travel,3932,1,2,2,2,4,1,3,96,79,Dissatisfied
104289,Male,Loyal Customer,37,Business travel,3932,1,1,1,5,5,5,5,0,0,Satisfied
104290,Male,Loyal Customer,39,Business travel,3932,5,5,5,4,4,5,4,0,19,Satisfied
104291,Male,Loyal Customer,41,Business travel,3932,3,3,3,4,5,5,3,19,8,Satisfied
104292,Female,Loyal Customer,69,Business travel,3932,0,4,0,5,5,5,4,0,0,Satisfied
104293,Male,Loyal Customer,55,Business travel,3932,3,3,3,4,5,4,4,9,3,Satisfied
104294,Male,Loyal Customer,55,Business travel,3932,2,2,4,4,4,4,3,0,0,Satisfied
104295,Female,Loyal Customer,44,Business travel,3932,0,4,0,2,4,4,5,0,16,Satisfied
104296,Female,Loyal Customer,22,Business travel,3933,1,1,2,4,4,4,4,0,0,Satisfied
104297,Female,Loyal Customer,41,Business travel,3933,3,3,3,3,5,5,3,190,182,Satisfied
104298,Male,Loyal Customer,53,Business travel,3933,2,2,2,3,5,5,5,0,42,Satisfied
104299,Female,Loyal Customer,25,Business travel,3933,1,1,1,5,5,5,5,0,0,Satisfied
104301,Male,Loyal Customer,59,Business travel,3933,3,3,3,5,3,3,5,0,0,Satisfied
104302,Male,Loyal Customer,46,Business travel,3933,4,4,4,5,4,4,3,4,24,Satisfied
104303,Female,Loyal Customer,39,Business travel,3933,2,2,2,2,5,4,5,0,0,Satisfied
104304,Male,Loyal Customer,45,Business travel,3934,2,2,4,1,1,2,4,0,0,Dissatisfied
104305,Female,Loyal Customer,46,Business travel,3934,4,4,4,2,4,4,3,4,0,Satisfied
104306,Female,Loyal Customer,22,Business travel,3934,2,2,2,5,5,5,5,8,4,Satisfied
104307,Male,Loyal Customer,62,Business travel,3934,2,2,4,4,5,5,4,58,47,Satisfied
104308,Male,Loyal Customer,46,Business travel,3934,2,2,2,5,4,4,3,0,0,Satisfied
104309,Female,Loyal Customer,34,Business travel,3934,4,4,4,3,5,5,2,0,0,Satisfied
104311,Male,Loyal Customer,60,Business travel,3935,3,3,3,4,4,4,3,0,0,Satisfied
104312,Male,Loyal Customer,33,Business travel,3935,1,4,3,4,4,4,4,0,0,Neutral
104313,Male,Loyal Customer,51,Business travel,3935,2,2,2,5,3,3,5,0,10,Satisfied
104314,Male,Loyal Customer,53,Business travel,3935,1,1,1,3,5,5,5,0,0,Satisfied
104315,Female,Loyal Customer,13,Business travel,3935,1,1,1,4,4,5,4,2,0,Satisfied
104316,Female,Loyal Customer,43,Business travel,3936,3,3,3,5,4,4,4,16,17,Satisfied
104317,Female,Loyal Customer,34,Business travel,3936,2,2,2,3,2,1,2,252,235,Satisfied
104318,Male,Loyal Customer,57,Business travel,3936,5,5,5,4,4,4,4,0,0,Satisfied
104319,Male,Loyal Customer,57,Business travel,3936,2,2,2,3,4,4,5,0,0,Satisfied
104320,Female,Loyal Customer,48,Business travel,3936,4,4,4,3,5,5,3,0,0,Satisfied
104321,Male,Loyal Customer,51,Business travel,3936,2,2,2,2,5,5,3,0,0,Satisfied
104322,Female,Loyal Customer,54,Business travel,3936,2,2,2,4,5,5,5,0,0,Satisfied
104323,Male,Loyal Customer,19,Business travel,3936,1,1,4,3,3,5,3,23,5,Satisfied
104324,Male,Loyal Customer,61,Business travel,3936,3,3,3,2,5,5,3,0,0,Satisfied
104325,Female,Loyal Customer,35,Business travel,3936,3,1,3,4,4,4,4,0,0,Neutral
104326,Male,Loyal Customer,61,Business travel,3937,1,1,1,1,4,4,5,0,0,Satisfied
104327,Female,Loyal Customer,39,Business travel,3937,1,1,1,5,4,3,2,68,105,Satisfied
104328,Female,Loyal Customer,25,Business travel,3937,3,3,3,4,4,2,4,0,0,Satisfied
104329,Male,Loyal Customer,33,Business travel,3937,3,3,4,3,3,4,3,0,0,Dissatisfied
104330,Female,Loyal Customer,41,Business travel,3937,4,4,4,2,3,3,5,57,57,Satisfied
104331,Male,Loyal Customer,36,Business travel,3937,1,1,1,4,3,3,3,19,14,Satisfied
104332,Female,Loyal Customer,62,Business travel,3937,2,3,3,4,4,4,4,0,0,Neutral
104334,Female,Loyal Customer,51,Business travel,3937,4,1,4,4,5,5,3,1,0,Satisfied
